user_id,movie_id,m_story,m_acting,m_visuals,m_sound,m_direction,target
45,778,0.8292211412031192,0.4554763784417377,0.8736587319818913,0.5180656953996932,0.3475549782700149,0.6472429874248724
387,672,0.5940959869511878,0.11885798957022997,0.24605698048682545,0.35363392150358075,0.1028072430893957,0.25702283327039915
327,930,0.24485474719371592,0.5691734267387764,0.4889640742999828,0.07505583038802022,0.30206846611307825,0.4639617421609247
220,960,0.7456750006602998,0.15642882803336522,0.029717213356433292,0.9909719860358988,0.8067063522998084,0.5812911876546579
217,705,0.08448089567707195,0.06095833389785599,0.008880193266448844,0.17477372672504843,0.49347953301914227,0.03016565621507876
429,371,0.7744178344487831,0.4986678334288609,0.7054532209394645,0.2553084749760438,0.17157277554994133,0.5581889360771299
43,599,0.5899852222430135,0.655373450046628,0.11829362246560071,0.23591576249461776,0.31263237257993803,0.47026721355067047
348,425,0.11075031839640159,0.854147306406393,0.5478082371108176,0.9079414066857031,0.9535812796736063,0.6122401425781843
101,629,0.07950556309237022,0.7828355539543036,0.69600748221002,0.7636883927235304,0.43195748809862644,0.5757009967593596
47,812,0.7508363334364625,0.8572405127565482,0.03223458622963926,0.4573297994393366,0.4415992548060931,0.623362449006582
263,369,0.29293590650383716,0.7600687708208905,0.448741399145682,0.9554230339518591,0.15306960204421327,0.49940835600318717
487,506,0.8893018507672135,0.7032393969061393,0.6841519369858398,0.052783380786441736,0.3045543046142848,0.7442474562452356
368,46,0.762073021030176,0.010137569140699632,0.88973098785485,0.8936703812216521,0.8146861329400464,0.6675147803637488
380,736,0.6981902447177161,0.6261023118092105,0.29923010060165645,0.06042733568815917,0.7861989744032633,0.532230526458358
359,490,0.27860605263345095,0.12048180413911769,0.9742165296843303,0.39113069593456373,0.4354987989430482,0.3853660824551768
393,460,0.7089445190216179,0.05866713233254106,0.8445414996596974,0.05400487837648971,0.8936522621571245,0.5978738410314581
257,532,0.948147684514834,0.1564121521056554,0.6506350720818543,0.9989689917576853,0.38025891706282233,0.5709623832059048
64,216,0.09155983437056892,0.8232921614417502,0.3919255072461312,0.9143895025006017,0.864329579821934,0.5122775653712608
420,598,0.32616264200356604,0.7438493931000214,0.7111103761994986,0.5847989552462312,0.03156555058470267,0.477269349655561
225,745,0.23467226546159414,0.9487724052052123,0.8161932690703534,0.21784457399824553,0.34723029022971075,0.5624851053519406
250,350,0.3932501344006667,0.9789762586504105,0.3032998748865573,0.27677772519746924,0.8550684780198353,0.5696442060347572
186,132,0.7423326548539464,0.8932839863739821,0.9928300649070293,0.4495433660571203,0.9013095614743282,0.7588890320339396
92,387,0.47424258142538656,0.13292605097699917,0.908619369754639,0.32278018249234575,0.7564240412203824,0.5610737724546238
463,199,0.5707306061202463,0.8783827409249804,0.48550144034292264,0.021313905434940716,0.6698658168957007,0.5703064857744969
391,374,0.31415488807834235,0.8386371347886453,0.7228299157753952,0.6562560081171346,0.8155049094622993,0.7374198339467759
322,627,0.14128926708710055,0.8710858598596973,0.5240088946187819,0.6134279040933013,0.7075581882221293,0.5476360430204524
201,114,0.26693364893772853,0.15168561711649142,0.7609305521970262,0.9043107032188408,0.25422095446517834,0.46211219711161544
411,747,0.859680301241987,0.11679182777331754,0.8269822038779814,0.4768540401054504,0.466236900694864,0.601662502915336
273,225,0.6024169621534105,0.9238088795840816,0.023222555157042524,0.34470896179838784,0.6607049978861596,0.6156512790090461
222,894,0.3779886731972337,0.17382664913450452,0.07913202970064925,0.5115171829177669,0.5878027571183043,0.34051875185567004
225,732,0.7899059817355876,0.3686217310426012,0.336467415876727,0.19469499089583964,0.8850976071230604,0.5604132923143053
114,273,0.06445743245490876,0.45598484949406026,0.9176136326323495,0.6255403518247864,0.47384464038782836,0.5051486044699364
46,563,0.2538910879223857,0.12444252782956444,0.3982735831433897,0.7700328827901616,0.1779873780232063,0.41493267567488445
277,111,0.23010315405733928,0.02063428803254741,0.8875122152019242,0.15346171337569214,0.21458203741288162,0.2857355912849812
444,100,0.9853645621682221,0.9940904697671161,0.46243391263175293,0.3183832176353292,0.8460565588592908,0.8351119235972735
32,956,0.7060985823927602,0.8766572448349611,0.2888529203115734,0.8678009793663987,0.008720954223112032,0.5765904649334823
429,802,0.6177859363885542,0.9123379293506373,0.9006451830624952,0.5055317486338219,0.8691303619968337,0.7997749800542835
413,155,0.004984965294472898,0.2845630692721185,0.5606707689186775,0.5318366466775467,0.05558808560398476,0.24840021607728607
139,283,0.18431000208985737,0.22010157274543907,0.3604842950300413,0.7224081970533516,0.3916584680894054,0.20551769845255102
316,198,0.6355412929730783,0.4258665581754266,0.0444070036278168,0.5778928152213265,0.800176227445629,0.47381680791341163
83,395,0.37971932648166573,0.45331936897800684,0.11093313244822389,0.06957976807381916,0.407615376822399,0.3675103036498147
379,292,0.9242803836790608,0.005599438864240636,0.1393103276415305,0.8039617118630358,0.8223481870540525,0.47203410842906746
350,328,0.7647242191417579,0.7792531125598329,0.3648362904106063,0.9228360372484677,0.10029883452578314,0.6505735530218983
177,529,0.44738407280411996,0.9966670381420173,0.607332955744344,0.05327723299081222,0.5115422264351864,0.5960880880094857
34,189,0.7495149775382705,0.5286908701020894,0.30759011442192985,0.12124975645755098,0.5824740179990092,0.5084667854742855
485,882,0.9754043238262216,0.38825869501245125,0.0655276337648002,0.7019752022074804,0.8908685972372411,0.6519100767244419
223,727,0.4609808247014706,0.3927518932212033,0.2648087373173338,0.6044739325145255,0.09362140633919336,0.3979861495597534
446,760,0.6425258878885334,0.09607713217210068,0.40868165089961017,0.38251699897174585,0.3386006852829976,0.4085825358390332
339,170,0.9186646150612952,0.26616181836401176,0.9922699286723291,0.5392486489403714,0.6593480948968385,0.7442159141114408
389,708,0.24867466203617328,0.5021327886346312,0.39298690475093867,0.7033385680010588,0.9799300818600778,0.5062112617782442
380,836,0.8865579136662783,0.43184800113469735,0.08919541874744397,0.5044764618809293,0.8482743239578568,0.4872239512653669
98,176,0.09754470677298266,0.5450347457431102,0.5811148144739334,0.14018832463564923,0.8464950616958895,0.40383210942379144
182,751,0.6484481705876465,0.8490656486374066,0.9196400726262897,0.08943602913329018,0.5171825294247882,0.5870297390489576
233,358,0.7828381550557844,0.22524230269961198,0.7866956988617501,0.4388587351883817,0.5642991220864982,0.6099001451062328
249,787,0.6146062192524261,0.027664180906311953,0.8362183091872366,0.9228847578488337,0.8585800940806521,0.6244270547013827
22,478,0.49553480415254303,0.038225445282740744,0.9282317961023304,0.5577791747084938,0.8696255862567596,0.5771700293029296
273,802,0.617347099925686,0.13416880530685837,0.636543503385538,0.3582200690178491,0.8022745654721117,0.5266729586656198
77,148,0.15166370877944457,0.5704829848044025,0.9949227306534987,0.9087061695210354,0.8185712751845756,0.6491569696648885
371,389,0.21557071033021835,0.8081848100379248,0.03328156987965081,0.3886321561789381,0.8796298590008821,0.36535125713912986
341,274,0.26989934395634196,0.8868059392806316,0.8348396761435622,0.5091464809343752,0.1137819310919298,0.5322428149032856
461,249,0.5977793406300381,0.6351132019749712,0.8570106695222617,0.1164993306287212,0.2926393769049709,0.49431427674541345
372,309,0.4419010737450705,0.40314325245089344,0.916700390761965,0.7374009455193812,0.9761135339536076,0.6189368573933223
183,383,0.24447584248583953,0.15451470815614743,0.47816945763584906,0.7003029571437156,0.5447761599639952,0.44016462781756727
483,128,0.8828093321445801,0.40141833944347904,0.7877559236206,0.794243992859329,0.176463860041692,0.6833044066382852
206,707,0.3739218402932234,0.33241513390778354,0.1950803991211798,0.3251913134277634,0.5030556331995272,0.3753881620355754
163,550,0.44603171922989115,0.8700258808571377,0.6031302251782144,0.4360532190661919,0.6457841753035913,0.6033339677910203
452,829,0.40970107654899457,0.4867193774106072,0.3586451523634614,0.16834171152719835,0.8282219839376573,0.40770692731113184
185,705,0.18194295527675264,0.22619589995452882,0.5961736506619755,0.9645048760964994,0.8121767260234679,0.4579949724064446
39,149,0.7316270154302333,0.2888010668157799,0.6755605071583003,0.08607734740788264,0.049241493332416675,0.4983282230964411
235,70,0.448458262268858,0.136470164542689,0.34706866674617887,0.6490133036748073,0.4535249869724083,0.3914924060418691
398,423,0.016257109892718447,0.9185854490691312,0.21623829930287197,0.7052573945651862,0.020569056187008106,0.27209771352101453
95,481,0.964013702359797,0.05034584623646854,0.32168790885933474,0.15773647365097965,0.8881561236662507,0.5203557648097505
232,241,0.8157636115954137,0.012846248555894224,0.6639572451074426,0.36532320583048983,0.17390607551862491,0.34768391694661155
65,782,0.7235593540918033,0.18298893352686874,0.6768742336728105,0.043126566762483276,0.6248746951676385,0.5364429389505148
343,582,0.869091870518529,0.8108740179106257,0.7413169360240989,0.556608257586641,0.5706183712804003,0.7183126468854234
238,748,0.9068072536055503,0.5234667866310813,0.126536608572706,0.9949381428236241,0.6255294346428657,0.5603833539401222
165,109,0.33748970638443865,0.6258432873769864,0.8185173902544616,0.4298849568221589,0.563416622831408,0.5898087340540077
114,815,0.6109586784166986,0.3577316754157348,0.6881478015409555,0.9900082203729365,0.7155886773666076,0.6446580981886185
282,206,0.6088078092055942,0.06867798554917004,0.030505076690639177,0.1262254238089625,0.6261099660231666,0.3240718398921804
335,448,0.26729966881059697,0.8561581624921681,0.3355978494350508,0.3924543432677957,0.09030024677081427,0.5237248798531856
470,439,0.2219522514470672,0.19189427212540744,0.4667112559064771,0.9019649700484719,0.3667679510074402,0.38486317611552845
219,820,0.11390725481902209,0.033059200545114686,0.3606174903868148,0.8766954816574721,0.5465934359346518,0.2519711917189249
81,277,0.6593141959164528,0.5727041359331937,0.11741688820841312,0.3235915778697842,0.32519742589817713,0.47155263544586895
416,241,0.7809189910307799,0.08328922038460107,0.20734628450500703,0.6786105837683316,0.7603308848068839,0.4641740832344292
315,340,0.7609529795170038,0.09576185185983421,0.02456139491013254,0.8861601715577907,0.31789771505499187,0.45677725131096414
350,361,0.31627537718497434,0.8003770314825251,0.09307716135256283,0.7668774661532277,0.8286841743030395,0.5286315363989362
49,182,0.20525985046520223,0.4916095893179955,0.26630011772454476,0.6284761969329175,0.14673372098148374,0.34159421819450525
156,177,0.45361417845462193,0.241508452247143,0.8199702656357306,0.15257561456002255,0.7693925649858748,0.41900344541943724
384,232,0.5468134602405106,0.34862642335951877,0.5266375099372003,0.07300269257056347,0.1834654407851889,0.39441581224945516
416,468,0.9190871279685557,0.7292409788431715,0.424497890691106,0.614622179816561,0.5280152804121624,0.6807871785697983
218,344,0.8748231542740541,0.06635414475660184,0.662162943958549,0.5002756656891081,0.32052437296392267,0.45836362101604816
402,392,0.9160583313018277,0.11648061593320991,0.5415105603250052,0.23803665973148436,0.6373344359770395,0.520568522489114
421,719,0.8502623851359796,0.6162620349905696,0.13151392675562623,0.29276979495902467,0.21274040984159737,0.5184226727909075
194,241,0.9645812044363112,0.6069717344671073,0.22262336382418957,0.39208717720141006,0.7954097333518926,0.6439446654682324
449,909,0.46549999716905743,0.9724621845353718,0.22252236099060763,0.49552085212250563,0.5735838663664402,0.4922546980706967
144,752,0.04747349743309437,0.3745494812554496,0.5999525126123422,0.3902589690884125,0.9572731540926742,0.39682595042915436
120,175,0.08356203214847824,0.06507762717751586,0.46162436618934644,0.3872916720859666,0.7117703289157948,0.25575636677076385
341,314,0.39027614177234315,0.5375374348496279,0.3875850625608537,0.11573281131135293,0.607395539503251,0.44134250196446273
318,184,0.25768709127299727,0.6383468117617903,0.556639172881788,0.8655904182553432,0.8291586904463413,0.5634301383859109
70,273,0.16994059136106732,0.13960278578624907,0.9701157857825572,0.6091540817780943,0.21968256776177664,0.3531931712478775
416,366,0.9532037745086486,0.5528619735351967,0.3141934560558768,0.14610218460201185,0.6327424608644573,0.5740037323662713
100,131,0.19541958841062246,0.1977671216582646,0.5201954336335173,0.42387440287793576,0.39040384959485164,0.3164158907907027
402,15,0.959379272315231,0.8447300578810684,0.48037001564411563,0.4167159120295455,0.7437909791464383,0.796459375117908
4,439,0.7608388403212071,0.8351614957838297,0.7166430317458448,0.6006208784891227,0.02446940949126586,0.6580351577995001
398,701,0.6409456721252235,0.4296290959984418,0.7302902679829161,0.6088696178493316,0.4277120965269141,0.6419462717622667
393,303,0.6760189600893783,0.966743190512804,0.7290707214130405,0.6452221369797624,0.6517019018329192,0.8092426778526313
390,860,0.331474323659124,0.9797738744497416,0.2015195799387448,0.6979030573438074,0.46063933644216026,0.5984100127090839
332,369,0.6464270380582822,0.1292510889476195,0.44909313636118775,0.10335404612901644,0.23797159571375093,0.4305220374867442
236,900,0.1866921182812653,0.36771380483246763,0.8111746910291375,0.30492220057281205,0.46434925167943586,0.4884631085445567
352,236,0.9377054325359795,0.6003214700466446,0.38153017054064375,0.017347819172672363,0.8497445254895262,0.5792373515977183
139,539,0.30179333996059354,0.08483780958144438,0.9842551172899289,0.45464151208038295,0.20683901729813214,0.4174597955398065
390,763,0.25518651229354217,0.38265550381413704,0.36478674179219917,0.4294300778302873,0.3671721636296432,0.40411203797070677
278,59,0.7111627981941575,0.26117208401659076,0.4976668273419682,0.7343269301794787,0.9903355215001276,0.6701096132665865
229,930,0.6564487180661819,0.9520502209667041,0.47452559480254686,0.16711694660786114,0.9128171688904493,0.6449506189656958
253,365,0.45129891834330527,0.4115858228314705,0.4336638024692425,0.6314944571255109,0.03396834212665567,0.42613261498282906
284,498,0.6324462346907863,0.7626708585475125,0.8456313683196216,0.3066941979301522,0.5303319676020144,0.6635072268888766
19,628,0.15949307176085614,0.38670536351217377,0.15527523754801353,0.38191647480969915,0.06541302684788353,0.315935923074436
70,643,0.673328307401955,0.13181207041883547,0.567664706413983,0.7192868623714541,0.9239049236577108,0.4896342946741714
123,24,0.2706106951951939,0.8631515301608474,0.6186015773554236,0.07154804857357533,0.4415449126850308,0.4556134692588236
58,867,0.2728359766764573,0.00041691690310385887,0.8512213080693708,0.3427828889311625,0.41843700392800165,0.25871143207678654
220,623,0.16217993494378458,0.05594087397445002,0.6092001599261084,0.39132323013965187,0.27294603183931065,0.27178427310348546
334,998,0.3323771350361646,0.36438440589704324,0.9600203477877807,0.7157493118516688,0.5688189803921538,0.6529031032501389
327,472,0.3312510603113281,0.6868982555187365,0.8721677122609289,0.19922441507070066,0.14499872299339278,0.4849885934546827
236,613,0.45417901170226926,0.34170429529077573,0.3487399483527315,0.9474129936904631,0.7989550005355471,0.511063982579512
427,441,0.1904195046663495,0.06631281762097496,0.8599064452908345,0.9977619527941581,0.49121034484658366,0.4466550304008791
283,889,0.1930075361587663,0.3178400337341488,0.9584778140934557,0.8189101408200553,0.5664628913141605,0.4901037556286233
40,832,0.5417385716632284,0.2449808589901623,0.2571971809245863,0.2997125014635281,0.8408047476545205,0.44959948568316127
382,908,0.12887740467047515,0.005419799818197957,0.6102088066644085,0.6638666540728546,0.185148773884949,0.27582949764499226
287,504,0.6888970079888351,0.5348019131804018,0.28180391234213553,0.08314803169793306,0.1751830733421157,0.38904479472661246
317,791,0.9439471258625965,0.11664591474418606,0.6495672790822176,0.8712793157065106,0.42080167286984616,0.5878049191849135
283,359,0.42679562166437823,0.2874962887966661,0.0936428045470219,0.5159928712602737,0.7861282411946006,0.42525648923761417
277,461,0.9011053131506768,0.6411898302224145,0.7341880218690575,0.17643916631978573,0.05854555352014612,0.6503212113627735
46,760,0.09831659112586444,0.7251156888229772,0.41981982859534284,0.32741655956170257,0.7951702038987456,0.511680134613268
280,82,0.04295762737564457,0.26345562685602253,0.5873071786764368,0.8007427444879748,0.5007565935918098,0.368172197488695
397,710,0.7213688775138399,0.329193671065234,0.02586240252349814,0.8702267674270464,0.5617634499482246,0.49295804132232046
152,16,0.7610215729814965,0.24690923812746524,0.6954414552103283,0.5197133869344235,0.5643859382791732,0.6032605451644305
301,581,0.8430582409657513,0.9568886003161919,0.4959913541352434,0.48031150031067316,0.05616738895772022,0.6180556408919821
16,477,0.05681767839998142,0.19051972698740283,0.625251007687842,0.7507347465532593,0.2497707977181448,0.2704755785180031
174,469,0.7769070549568304,0.18318060363367628,0.31566797237617406,0.8261896225185549,0.7552974515146977,0.5316745489670431
218,494,0.3765387327965818,0.445035295831532,0.1458201734214144,0.7648468123958205,0.41226811948928366,0.32795849266640986
491,492,0.3033376326821986,0.18930635920056915,0.435428941996142,0.3844280502342077,0.5605169822518542,0.3682790589502246
108,407,0.17302392134329692,0.15670845628560814,0.9439791212863633,0.6419257616093194,0.9448686220265471,0.538257086004991
138,451,0.996015755102527,0.09587953770108548,0.22779402665380533,0.8573599082709277,0.04627176831736124,0.4255079901195698
204,568,0.06366358931886362,0.6401712481082494,0.6758390120352517,0.15176063404741957,0.44968036567381975,0.41869526897985027
496,763,0.8270080146079994,0.612082254901896,0.04984354403454139,0.38813668511496313,0.3612741328478981,0.4726399128063634
426,552,0.6394944354905275,0.6501628918779663,0.7180997852669284,0.0566188838752647,0.10644942619474118,0.4688095378870269
18,642,0.7350804442618671,0.7733000080093962,0.23843718680149306,0.4088772856873999,0.950794348759798,0.7478215057119009
117,836,0.7117171199217964,0.3263580127925758,0.45151706022933247,0.7722820839186489,0.9614595897485434,0.5567435412738336
411,989,0.8584344850731825,0.9184237336119215,0.36775310059477406,0.19702844342558745,0.3114881541894069,0.5631470006104675
30,109,0.1837920698561083,0.733204611068756,0.11284034331735548,0.5418871511243837,0.9467166106890788,0.46793881895605843
427,713,0.0008246168346853766,0.8047085885811869,0.3455819525117757,0.03658573342182714,0.0351736067242856,0.2929016109719213
141,225,0.5985284890432662,0.7209621638267112,0.3501249582931856,0.8976499907316582,0.980895990336202,0.7000850840113879
458,197,0.35385863932333395,0.3584556454325618,0.5221056390297516,0.8200046949004514,0.8359320164086644,0.607644305587931
147,793,0.12378733111713769,0.2830324880626349,0.9723515329399873,0.5244091917870659,0.2143302208112139,0.34809858947945466
217,69,0.18613875410423886,0.42251706957901414,0.47001752251063034,0.7057869959719498,0.5995471539345885,0.3870633289168395
331,847,0.3317493124592229,0.09703036053335845,0.9144261556326339,0.1039161648688589,0.7982993623693029,0.5172444107052574
64,770,0.07023337088670323,0.4512805015659471,0.4615576585625554,0.8452094963973705,0.319298964007779,0.4055736508862019
278,994,0.05691320212845086,0.04314098309523984,0.10754330087493946,0.7152615310717714,0.3537517920928296,0.2139608553965213
253,668,0.9160262548324442,0.003945960027194495,0.23015289527594018,0.1199673967250805,0.6289727755929266,0.398674166747801
392,873,0.3121027493536962,0.9314989394746928,0.40751767605760025,0.9806892851187775,0.14709405093343786,0.5844365420588081
498,119,0.9822306974735849,0.6893368605878929,0.32536877297018474,0.022530444206446676,0.1182106097224086,0.5922209558711434
332,890,0.9643670083303999,0.5618469470659689,0.8658292875324917,0.6285108625927736,0.24980527811942432,0.7127364381552699
205,161,0.1425712823271138,0.34110203942305783,0.6786456021965513,0.17175499674081673,0.7412597453470313,0.3628940859576706
203,315,0.7149243028961909,0.5705380146850741,0.5783084519186734,0.7192576492195367,0.3665992264115566,0.60502391152697
209,129,0.6008048891270692,0.8915757763383317,0.49122955123669054,0.07040625396877898,0.5073582216517943,0.6669500241388525
407,402,0.6906470731051536,0.6523801339438646,0.39727061828906685,0.08110088284311612,0.19545055680753265,0.43247256325058303
161,749,0.09619100001447478,0.6024819979535042,0.6121924398320113,0.4662917405631323,0.1941056673495719,0.33767135821469624
84,268,0.18856007863455804,0.46020450297167803,0.124607165444381,0.9940094654019129,0.65045125923481,0.36211909609404264
